,id,Time,Tweet,prep,cleaned_tweets
423,1.10461e+18,2023-02-14 16:44:08+00:00,"b'according to #who, #marburgvirus is a highly virulent disease that causes haemorrhagic fever. marburg virus disease... https://t.co/akn78pp4qv'","according to #who, #marburgvirus is a highly virulent disease that causes haemorrhagic fever. marburg virus disease... https://t.co/akn78pp4qv'","according to ,  is a highly virulent disease that causes haemorrhagic fever. marburg virus disease... "
424,9.17405e+17,2023-02-14 16:43:41+00:00,"b""@megamadvlad is that the fucking game about sega being a world dominating bad company cause holy shit that's a fever dream game""","@megamadvlad is that the fucking game about sega being a world dominating bad company cause holy shit that's a fever dream game"""," is that the fucking game about sega being a world dominating bad company cause holy shit that's a fever dream game"""
425,342143246.0,2023-02-14 16:43:34+00:00,"b'my autocorrect changed hay fever to gay fever, well it aint wrong!'","my autocorrect changed hay fever to gay fever, well it aint wrong!'","my autocorrect changed hay fever to gay fever, well it aint wrong!'"
426,106797985.0,2023-02-14 16:43:15+00:00,"b""@turtlejelly19 oh, at least the fever coming down is a pretty good thing, i hope your sickness won't last too long, keep on taking care ""","@turtlejelly19 oh, at least the fever coming down is a pretty good thing, i hope your sickness won't last too long, keep on taking care """," oh, at least the fever coming down is a pretty good thing, i hope your sickness won't last too long, keep on taking care """
427,615227917.0,2023-02-14 16:42:58+00:00,"b'102 fever, the worst sore throat of my life, etc '","102 fever, the worst sore throat of my life, etc '","102 fever, the worst sore throat of my life, etc '"
428,1.54073e+18,2023-02-14 16:42:41+00:00,"b'22200qqsxx e.""   ""and did i take the fever that\'s  #nft'","22200qqsxx e.""   ""and did i take the fever that\'s  #nft'","22200qqsxx e.""   ""and did i take the fever that\'s  '"
429,1.29072e+18,2023-02-14 16:42:38+00:00,b'jaden - cabin fever https://t.co/vqlymxreul via @youtube',jaden - cabin fever https://t.co/vqlymxreul via @youtube',jaden - cabin fever  via '
430,9.12716e+17,2023-02-14 16:42:28+00:00,b'people really have a way of pissing me off. why would i allow you to keep your appointment if you have a fever and... https://t.co/pxiw2zteib',people really have a way of pissing me off. why would i allow you to keep your appointment if you have a fever and... https://t.co/pxiw2zteib',people really have a way of pissing me off. why would i allow you to keep your appointment if you have a fever and... 
431,1.49278e+18,2023-02-14 16:42:24+00:00,b'@sch3waltz @makino_aihara fever because u choked on a boba',@sch3waltz @makino_aihara fever because u choked on a boba',  fever because u choked on a boba'
432,1.37096e+18,2023-02-14 16:41:40+00:00,b'this fever has made me cry frm jn ya allah so sakit',this fever has made me cry frm jn ya allah so sakit',this fever has made me cry frm jn ya allah so sakit'
433,2276381605.0,2023-02-14 16:41:38+00:00,b'@beyondankita fever hai ',@beyondankita fever hai ', fever hai '
434,1.38311e+18,2023-02-14 16:41:37+00:00,"b""@ammisays fever dream....it's a fever dream""","@ammisays fever dream....it's a fever dream"""," fever dream....it's a fever dream"""
435,176379197.0,2023-02-14 16:41:27+00:00,"b""it's either \n\n-gastric\n-food poisoning \n-fever\n-pms \n\ni'll only know in the morning ""","it's either \n\n-gastric\n-food poisoning \n-fever\n-pms \n\ni'll only know in the morning ""","it's either \n\n-gastric\n-food poisoning \n-fever\n-pms \n\ni'll only know in the morning """
436,1.38311e+18,2023-02-14 16:40:48+00:00,b'this feels like a fever dream wdym this is all true https://t.co/bjhclvpspx',this feels like a fever dream wdym this is all true https://t.co/bjhclvpspx',this feels like a fever dream wdym this is all true 
437,548451859.0,2023-02-14 16:40:43+00:00,b'my friends need to stop having cute ass babies. i have baby fever ',my friends need to stop having cute ass babies. i have baby fever ',my friends need to stop having cute ass babies. i have baby fever '
438,1.41617e+18,2023-02-14 16:40:42+00:00,b'im having baby fever ',im having baby fever ',im having baby fever '
439,1.16078e+18,2023-02-14 16:40:35+00:00,"b'@drk_iezalel gratefully, my fever is completely gone!! but, my voice still sound coarse and nasal due to my runny n... https://t.co/59hvh3lqpc'","@drk_iezalel gratefully, my fever is completely gone!! but, my voice still sound coarse and nasal due to my runny n... https://t.co/59hvh3lqpc'"," gratefully, my fever is completely gone!! but, my voice still sound coarse and nasal due to my runny n... "
440,9.23561e+17,2023-02-14 16:40:00+00:00,b'via @swinewebcom: hong kong reports outbreak of african swine fever on farm  woah: https://t.co/tkuvdul3li https://t.co/htfskrt8ln #swine',via @swinewebcom: hong kong reports outbreak of african swine fever on farm  woah: https://t.co/tkuvdul3li https://t.co/htfskrt8ln #swine',via : hong kong reports outbreak of african swine fever on farm  woah:   '
441,2491336418.0,2023-02-14 16:39:40+00:00,"b'-debuted at my second solo exhibition, spirit on fire, 2023 \n-sold at 1708 gallery cabin fever 2023 auction\n-cu... https://t.co/t4n67ifvql'","-debuted at my second solo exhibition, spirit on fire, 2023 \n-sold at 1708 gallery cabin fever 2023 auction\n-cu... https://t.co/t4n67ifvql'","-debuted at my second solo exhibition, spirit on fire, 2023 \n-sold at 1708 gallery cabin fever 2023 auction\n-cu... "
442,188186483.0,2023-02-14 16:39:38+00:00,b'i blame the combination of fever dream and duolingo irish.',i blame the combination of fever dream and duolingo irish.',i blame the combination of fever dream and duolingo irish.'
443,1.24841e+18,2023-02-14 16:39:34+00:00,b'this movie felt like a fever dream... yall could not handle this movie coming out in todays society https://t.co/cmfcglt5bq',this movie felt like a fever dream... yall could not handle this movie coming out in todays society https://t.co/cmfcglt5bq',this movie felt like a fever dream... yall could not handle this movie coming out in todays society 
444,539722403.0,2023-02-14 16:39:24+00:00,b'nfl fever 2004: supreme football experience - xbox game\n\nplay with nfl teams and battle it out for supremacy in thi... https://t.co/oqz49q6arl',nfl fever 2004: supreme football experience - xbox game\n\nplay with nfl teams and battle it out for supremacy in thi... https://t.co/oqz49q6arl',nfl fever 2004: supreme football experience - xbox game\n\nplay with nfl teams and battle it out for supremacy in thi... 
445,1.51031e+18,2023-02-14 16:39:22+00:00,b'30 penang pig farms hit by african swine fever\nhttps://t.co/8hgwoqptfo',30 penang pig farms hit by african swine fever\nhttps://t.co/8hgwoqptfo',30 penang pig farms hit by african swine fever\n
446,1.31638e+18,2023-02-14 16:38:45+00:00,"b""takeover fever around biotechs - bayer's reaction, purchase candidates bionxt and morphosys? #biotechnology #bayer... https://t.co/35a3pnywuk""","takeover fever around biotechs - bayer's reaction, purchase candidates bionxt and morphosys? #biotechnology #bayer... https://t.co/35a3pnywuk""","takeover fever around biotechs - bayer's reaction, purchase candidates bionxt and morphosys?  ... "
447,576568085.0,2023-02-14 16:38:44+00:00,b'i be having baby fever sometimes  *side eye* ',i be having baby fever sometimes  *side eye* ',i be having baby fever sometimes  *side eye* '
448,1.61197e+18,2023-02-14 16:38:27+00:00,b'@nursesinc01 she just gave me fever ',@nursesinc01 she just gave me fever ', she just gave me fever '
449,1.34961e+18,2023-02-14 16:38:22+00:00,b'@dvemichele ted nugent cat scratch fever!!!!!',@dvemichele ted nugent cat scratch fever!!!!!', ted nugent cat scratch fever!!!!!'
450,1.61075e+18,2023-02-14 16:38:03+00:00,b'@jennjennmarie @nikkihaley @teamhaley fever dreams are a great source of inspiration for maga fanfiction',@jennjennmarie @nikkihaley @teamhaley fever dreams are a great source of inspiration for maga fanfiction',   fever dreams are a great source of inspiration for maga fanfiction'
451,1.29861e+18,2023-02-14 16:37:53+00:00,b'pink mingi is real he wasnt a fever dream https://t.co/e4fwu8idco',pink mingi is real he wasnt a fever dream https://t.co/e4fwu8idco',pink mingi is real he wasnt a fever dream 
452,1.54947e+18,2023-02-14 16:37:08+00:00,b'this feels like a fever dream https://t.co/du2emxibi8',this feels like a fever dream https://t.co/du2emxibi8',this feels like a fever dream 
453,8.1739e+17,2023-02-14 16:37:00+00:00,"b'me?baby, increase knowledgeyour dictated explanations fever\n?\n\n\nh122\nh122\nh122'","me?baby, increase knowledgeyour dictated explanations fever\n?\n\n\nh122\nh122\nh122'","me?baby, increase knowledgeyour dictated explanations fever\n?\n\n\nh122\nh122\nh122'"
454,1.59259e+18,2023-02-14 16:36:51+00:00,b'fever hogaya hai  pray harder for my downfall . i will commit war crimes &amp; massive tax fraud when i feel better ',fever hogaya hai  pray harder for my downfall . i will commit war crimes &amp; massive tax fraud when i feel better ',fever hogaya hai  pray harder for my downfall . i will commit war crimes &amp; massive tax fraud when i feel better '
455,206966340.0,2023-02-14 16:36:36+00:00,"b'omg. i got sick at work and it started off w just a sore throat but at night i had a fever, chills n threw up the medicine i had '","omg. i got sick at work and it started off w just a sore throat but at night i had a fever, chills n threw up the medicine i had '","omg. i got sick at work and it started off w just a sore throat but at night i had a fever, chills n threw up the medicine i had '"
456,1.60562e+18,2023-02-14 16:36:18+00:00,b'hippocrates characters case xi\na pregnant woman went into a coma after being seized with fever with pains in the lo... https://t.co/nwkzon9t48',hippocrates characters case xi\na pregnant woman went into a coma after being seized with fever with pains in the lo... https://t.co/nwkzon9t48',hippocrates characters case xi\na pregnant woman went into a coma after being seized with fever with pains in the lo... 
457,1.42364e+18,2023-02-14 16:35:37+00:00,b'norako shipo norako shipo \nlike a fever fever feeeverrrrrr',norako shipo norako shipo \nlike a fever fever feeeverrrrrr',norako shipo norako shipo \nlike a fever fever feeeverrrrrr'
458,876676958.0,2023-02-14 16:35:15+00:00,"b'#marburg is a hemorrhagic fever virus spread through contact with infected blood, body fluids, or tissues and conta... https://t.co/wyxftdptsn'","#marburg is a hemorrhagic fever virus spread through contact with infected blood, body fluids, or tissues and conta... https://t.co/wyxftdptsn'"," is a hemorrhagic fever virus spread through contact with infected blood, body fluids, or tissues and conta... "
459,1.43307e+18,2023-02-14 16:35:02+00:00,b'you cant do fever second nephew like the original no matter how hard u try!',you cant do fever second nephew like the original no matter how hard u try!',you cant do fever second nephew like the original no matter how hard u try!'
460,14669758.0,2023-02-14 16:35:00+00:00,b'a bit of a procedural investigation show fever dream we made.    #adultswim https://t.co/1ylifcntvt',a bit of a procedural investigation show fever dream we made.    #adultswim https://t.co/1ylifcntvt',a bit of a procedural investigation show fever dream we made.     
461,1164309894.0,2023-02-14 16:34:43+00:00,b'oh so it wasnt a fever dream that yoongi is going on tour ok',oh so it wasnt a fever dream that yoongi is going on tour ok',oh so it wasnt a fever dream that yoongi is going on tour ok'
462,1.26506e+18,2023-02-14 16:34:41+00:00,"b' devops got fever this mo\n there was an earthquake in belgrade \n we kept getting some mysterious errors \n\nbut, w... https://t.co/awadjqfmfo'"," devops got fever this mo\n there was an earthquake in belgrade \n we kept getting some mysterious errors \n\nbut, w... https://t.co/awadjqfmfo'"," devops got fever this mo\n there was an earthquake in belgrade \n we kept getting some mysterious errors \n\nbut, w... "
463,3236274731.0,2023-02-14 16:34:34+00:00,b'@mugerwarhey valentine fever..singlehood suck',@mugerwarhey valentine fever..singlehood suck', valentine fever..singlehood suck'
464,1.61712e+18,2023-02-14 16:34:33+00:00,b'why did i wake up on valentines day with a fever stop it',why did i wake up on valentines day with a fever stop it',why did i wake up on valentines day with a fever stop it'
465,1.37408e+18,2023-02-14 16:34:31+00:00,b'@randomparticle3 i was shivering with a high fever the whole night so i slept the whole day',@randomparticle3 i was shivering with a high fever the whole night so i slept the whole day', i was shivering with a high fever the whole night so i slept the whole day'
466,3344263179.0,2023-02-14 16:34:25+00:00,"b""rt @oneworldnews: 'a fascinating fever dream of a book' al kennedy \n\nem strang's first novel, quinn, is a hypnotic rendering of an unravell...""","rt @oneworldnews: 'a fascinating fever dream of a book' al kennedy \n\nem strang's first novel, quinn, is a hypnotic rendering of an unravell...""","rt : 'a fascinating fever dream of a book' al kennedy \n\nem strang's first novel, quinn, is a hypnotic rendering of an unravell..."""
467,1.0544e+18,2023-02-14 16:34:07+00:00,b'im so jealous of u.s. armys\n\ntbh the u.s. seems more and more like a fever dream than an actual place',im so jealous of u.s. armys\n\ntbh the u.s. seems more and more like a fever dream than an actual place',im so jealous of u.s. armys\n\ntbh the u.s. seems more and more like a fever dream than an actual place'
468,609961917.0,2023-02-14 16:34:06+00:00,"b'loveless professions. paralyzes fever, propel dangling\n?\n\n\nh69\nh69\nh69'","loveless professions. paralyzes fever, propel dangling\n?\n\n\nh69\nh69\nh69'","loveless professions. paralyzes fever, propel dangling\n?\n\n\nh69\nh69\nh69'"
469,1.36242e+18,2023-02-14 16:34:05+00:00,b'@itskay1013 a fever dream',@itskay1013 a fever dream', a fever dream'
470,7.64261e+17,2023-02-14 16:33:59+00:00,"b'i went skiing day on sunday and my body decided to make me regret having fun! \nhello fever and cough, please leave me alone!'","i went skiing day on sunday and my body decided to make me regret having fun! \nhello fever and cough, please leave me alone!'","i went skiing day on sunday and my body decided to make me regret having fun! \nhello fever and cough, please leave me alone!'"
471,2177928594.0,2023-02-14 16:33:45+00:00,b'but w #line hat fever is it \n#line https://t.co/qfczofwjyc',but w #line hat fever is it \n#line https://t.co/qfczofwjyc',but w  hat fever is it \n 
472,2783185206.0,2023-02-14 16:33:14+00:00,b'@bodeedoe @barrysoetorotm did you have a high fever when you were a baby',@bodeedoe @barrysoetorotm did you have a high fever when you were a baby',  did you have a high fever when you were a baby'
473,1.27465e+18,2023-02-14 16:32:51+00:00,"b'its like im constantly sick these days, this is actually the second time ive got a fever  i cant hear anything on my right ear'","its like im constantly sick these days, this is actually the second time ive got a fever  i cant hear anything on my right ear'","its like im constantly sick these days, this is actually the second time ive got a fever  i cant hear anything on my right ear'"
474,1.43016e+18,2023-02-14 16:32:36+00:00,"b'@sunkissest all the songs for sooha have gone viral- fever and polaroid love, if the next title track is a love song,its going viral.'","@sunkissest all the songs for sooha have gone viral- fever and polaroid love, if the next title track is a love song,its going viral.'"," all the songs for sooha have gone viral- fever and polaroid love, if the next title track is a love song,its going viral.'"
475,1.29644e+18,2023-02-14 16:32:34+00:00,b'fever (queeeeen!!)\n#manifesto_in_manila #manilafesto #manifesto_in_manila_day3 https://t.co/eio1rjnbpx',fever (queeeeen!!)\n#manifesto_in_manila #manilafesto #manifesto_in_manila_day3 https://t.co/eio1rjnbpx',fever (queeeeen!!)\n   
476,1.16371e+18,2023-02-14 16:32:21+00:00,b'@kazuchwita fever drea. it is',@kazuchwita fever drea. it is', fever drea. it is'
477,1.39752e+18,2023-02-14 16:32:17+00:00,b'the way i was still in school  and had this semi big stan account. literal fever dream ',the way i was still in school  and had this semi big stan account. literal fever dream ',the way i was still in school  and had this semi big stan account. literal fever dream '
478,1.29644e+18,2023-02-14 16:32:07+00:00,b'dance break before fever \n\n#manifesto_in_manila #manilafesto #manifesto_in_manila_day3 https://t.co/6lvcd0ogid... https://t.co/hmjxgiwpk4',dance break before fever \n\n#manifesto_in_manila #manilafesto #manifesto_in_manila_day3 https://t.co/6lvcd0ogid... https://t.co/hmjxgiwpk4',dance break before fever \n\n    
479,224030887.0,2023-02-14 16:31:53+00:00,b'i usually dont get baby fever. but this baby in la colombe just did it for me ',i usually dont get baby fever. but this baby in la colombe just did it for me ',i usually dont get baby fever. but this baby in la colombe just did it for me '
480,1.15794e+18,2023-02-14 16:31:28+00:00,"b""rt @ateezofficial: [] ateez zero : fever part.1 concept photo '(seonghwa)'\n\nalbum release 2020. 7. 29 6pm\n\n#fever_part_1 #inception #a...""","rt @ateezofficial: [] ateez zero : fever part.1 concept photo '(seonghwa)'\n\nalbum release 2020. 7. 29 6pm\n\n#fever_part_1 #inception #a...""","rt : [] ateez zero : fever part.1 concept photo '(seonghwa)'\n\nalbum release 2020. 7. 29 6pm\n\n  ..."""
481,2445800892.0,2023-02-14 16:31:26+00:00,b'happy new csm chapter day :3 it was so good but omg it feels like a fever dream',happy new csm chapter day :3 it was so good but omg it feels like a fever dream',happy new csm chapter day :3 it was so good but omg it feels like a fever dream'
482,9.91702e+17,2023-02-14 16:31:22+00:00,"b'on this day in 2020 llyn released ""fever dream"" https://t.co/wsvsb5svl4\n.\n#musicwhereyoulive\n#culocalmusic\n#cuflashback'","on this day in 2020 llyn released ""fever dream"" https://t.co/wsvsb5svl4\n.\n#musicwhereyoulive\n#culocalmusic\n#cuflashback'","on this day in 2020 llyn released ""fever dream"" "
483,1.04087e+18,2023-02-14 16:31:01+00:00,"b""guess who ate junk food middle of fever \nyes that's my lame ass""","guess who ate junk food middle of fever \nyes that's my lame ass""","guess who ate junk food middle of fever \nyes that's my lame ass"""
484,157495101.0,2023-02-14 16:31:00+00:00,b'i get baby fever every time i see this sweet face!  https://t.co/e5e8l9luez',i get baby fever every time i see this sweet face!  https://t.co/e5e8l9luez',i get baby fever every time i see this sweet face!  
485,1.15794e+18,2023-02-14 16:30:17+00:00,"b""rt @ateezofficial: [] ateez zero : fever part.1 'diary film' concept photo (seonghwa)\n\nalbum release 2020. 7. 29 6pm\n\n#fever_part_1...""","rt @ateezofficial: [] ateez zero : fever part.1 'diary film' concept photo (seonghwa)\n\nalbum release 2020. 7. 29 6pm\n\n#fever_part_1...""","rt : [] ateez zero : fever part.1 'diary film' concept photo (seonghwa)\n\nalbum release 2020. 7. 29 6pm\n\n..."""
486,1.15794e+18,2023-02-14 16:30:14+00:00,"b""rt @ateezofficial: [] ateez zero : fever part.3\neternal sunshine concept photo 3 '(seonghwa)'\n\nmusic video release 2021. 10. 4 00am (...""","rt @ateezofficial: [] ateez zero : fever part.3\neternal sunshine concept photo 3 '(seonghwa)'\n\nmusic video release 2021. 10. 4 00am (...""","rt : [] ateez zero : fever part.3\neternal sunshine concept photo 3 '(seonghwa)'\n\nmusic video release 2021. 10. 4 00am (..."""
487,1.49243e+18,2023-02-14 16:30:03+00:00,b'during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/wwroshcpkn',during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/wwroshcpkn',during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... 
488,1.24562e+18,2023-02-14 16:29:46+00:00,b'this feels like a fever dream oh my god',this feels like a fever dream oh my god',this feels like a fever dream oh my god'
489,1.56059e+18,2023-02-14 16:29:31+00:00,b'during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/fgxbjzihx1',during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/fgxbjzihx1',during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... 
490,1.23736e+18,2023-02-14 16:29:29+00:00,b'@minecraft omfg it feels like a fever dream seeing this ahhhhhhh',@minecraft omfg it feels like a fever dream seeing this ahhhhhhh', omfg it feels like a fever dream seeing this ahhhhhhh'
491,1.47168e+18,2023-02-14 16:29:26+00:00,b'@pixiemeadow101 this feel like a fever dream tbh',@pixiemeadow101 this feel like a fever dream tbh', this feel like a fever dream tbh'
492,8.09955e+17,2023-02-14 16:28:54+00:00,b'i got baby fever  real bad ',i got baby fever  real bad ',i got baby fever  real bad '
493,62289141.0,2023-02-14 16:28:17+00:00,"b'@waynetcarr @tapray717 @netflix you work in the industry, you know this is a fever dream and never going to happen.... https://t.co/oxq2v96swb'","@waynetcarr @tapray717 @netflix you work in the industry, you know this is a fever dream and never going to happen.... https://t.co/oxq2v96swb'","   you work in the industry, you know this is a fever dream and never going to happen.... "
494,1.23608e+18,2023-02-14 16:28:14+00:00,b'this feels like a fever dream yall https://t.co/ymdwtwkq8u',this feels like a fever dream yall https://t.co/ymdwtwkq8u',this feels like a fever dream yall 
495,4210580549.0,2023-02-14 16:28:07+00:00,b'2023-02-14 16:28:01 https://t.co/lff05qy5yp #blastfmradio  bee gees - night fever',2023-02-14 16:28:01 https://t.co/lff05qy5yp #blastfmradio  bee gees - night fever',2023-02-14 16:28:01    bee gees - night fever'
496,1.35928e+18,2023-02-14 16:28:06+00:00,b'fever\n\n# \n# https://t.co/ha99azxekk',fever\n\n# \n# https://t.co/ha99azxekk',fever\n\n# \n# 
497,1.0145e+18,2023-02-14 16:28:01+00:00,"b'rt @purplebliss0315: cabin fever means fret, alienation, claustrophobia, you could even say feeling antsy. so, this album has the message...'","rt @purplebliss0315: cabin fever means fret, alienation, claustrophobia, you could even say feeling antsy. so, this album has the message...'","rt : cabin fever means fret, alienation, claustrophobia, you could even say feeling antsy. so, this album has the message...'"
498,1.44133e+18,2023-02-14 16:27:49+00:00,"b'rt @arson_firewell: #fnfever robo fever simps, assemble and enjoy https://t.co/fzjuji8ds9'","rt @arson_firewell: #fnfever robo fever simps, assemble and enjoy https://t.co/fzjuji8ds9'","rt :  robo fever simps, assemble and enjoy "
499,1.56243e+18,2023-02-14 16:27:27+00:00,"b'a 19 y/o college boy p/w a 7-day hx of sore throat, headache, fatigue &amp; fever. physical exam reveals anterior &amp; pos... https://t.co/fmmuxmoska'","a 19 y/o college boy p/w a 7-day hx of sore throat, headache, fatigue &amp; fever. physical exam reveals anterior &amp; pos... https://t.co/fmmuxmoska'","a 19 y/o college boy p/w a 7-day hx of sore throat, headache, fatigue &amp; fever. physical exam reveals anterior &amp; pos... "
500,1036294003.0,2023-02-14 16:27:26+00:00,"b'the blitz hr1: college hoops fever"" 2/14/23\n\n-valentine\'s day\n-more big 12 madness\n-rank your four title contenders... https://t.co/fcableqkgi'","the blitz hr1: college hoops fever"" 2/14/23\n\n-valentine\'s day\n-more big 12 madness\n-rank your four title contenders... https://t.co/fcableqkgi'","the blitz hr1: college hoops fever"" 2/14/23\n\n-valentine\'s day\n-more big 12 madness\n-rank your four title contenders... "
501,1.00899e+18,2023-02-14 16:26:56+00:00,b'@kav_vvv @okay_suv u have fever????',@kav_vvv @okay_suv u have fever????',  u have fever????'
502,1.47631e+18,2023-02-14 16:26:36+00:00,b'so my fever is rising sadly enough',so my fever is rising sadly enough',so my fever is rising sadly enough'
503,7.41288e+17,2023-02-14 16:26:11+00:00,b'#nowplaying laughing in slow motion - cabin fever https://t.co/cxc3i2qokb',#nowplaying laughing in slow motion - cabin fever https://t.co/cxc3i2qokb', laughing in slow motion - cabin fever 
504,1.57407e+18,2023-02-14 16:25:25+00:00,b'@ayenswife omg i have that game too ive been recently playing cooking fever and the sims',@ayenswife omg i have that game too ive been recently playing cooking fever and the sims', omg i have that game too ive been recently playing cooking fever and the sims'
505,760424486.0,2023-02-14 16:25:23+00:00,b'baby fever at an all time high .. i just want a son man',baby fever at an all time high .. i just want a son man',baby fever at an all time high .. i just want a son man'
506,88115390.0,2023-02-14 16:25:22+00:00,b'nnewi is on fire - the city  is on tour - the whole of nigeria  will catch this fever \n\n#presidentialcampaign... https://t.co/jgo8hr4y9z',nnewi is on fire - the city  is on tour - the whole of nigeria  will catch this fever \n\n#presidentialcampaign... https://t.co/jgo8hr4y9z',nnewi is on fire - the city  is on tour - the whole of nigeria  will catch this fever \n\n... 
507,2830744973.0,2023-02-14 16:25:10+00:00,b'this is a fucking fever dream bro https://t.co/smvbe3j3vy',this is a fucking fever dream bro https://t.co/smvbe3j3vy',this is a fucking fever dream bro 
508,1.58044e+18,2023-02-14 16:24:58+00:00,b'feels like a fever dream https://t.co/etkiutktdr',feels like a fever dream https://t.co/etkiutktdr',feels like a fever dream 
509,599685838.0,2023-02-14 16:24:48+00:00,"b""@northern_fever @lion20_sa @moscow_english it's exactly because russians are barbarians that we must do the opposit... https://t.co/qcxs2nefmg""","@northern_fever @lion20_sa @moscow_english it's exactly because russians are barbarians that we must do the opposit... https://t.co/qcxs2nefmg""",   it's exactly because russians are barbarians that we must do the opposit... 
510,1.52082e+18,2023-02-14 16:24:38+00:00,b'during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/xuz7kkvkrd',during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/xuz7kkvkrd',during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... 
511,1.32367e+18,2023-02-14 16:24:23+00:00,b'@mskarth39361297 fever',@mskarth39361297 fever', fever'
512,1.46213e+18,2023-02-14 16:24:17+00:00,"b'rt @woundsleo: fever, hyuckren oneshot au\nfrom bumi aruna universe .\n\nlink : https://t.co/so5ttsbf4i https://t.co/niwtxb9ybh'","rt @woundsleo: fever, hyuckren oneshot au\nfrom bumi aruna universe .\n\nlink : https://t.co/so5ttsbf4i https://t.co/niwtxb9ybh'","rt : fever, hyuckren oneshot au\nfrom bumi aruna universe .\n\nlink :  "
513,154795233.0,2023-02-14 16:24:09+00:00,b'2022.12.12(mon)\nxo vol.6 organized by bssm\n\nfever\n\nparachute https://t.co/gfsz50z3w8... https://t.co/blorfrfdck',2022.12.12(mon)\nxo vol.6 organized by bssm\n\nfever\n\nparachute https://t.co/gfsz50z3w8... https://t.co/blorfrfdck',2022.12.12(mon)\nxo vol.6 organized by bssm\n\nfever\n\nparachute  
514,1.44104e+18,2023-02-14 16:24:06+00:00,b'woah a fever dream https://t.co/wh5mijpk0z',woah a fever dream https://t.co/wh5mijpk0z',woah a fever dream 
515,1.59919e+18,2023-02-14 16:23:56+00:00,b'@unknowncei i apologize for bringing it up so randomly it was such a fever dream https://t.co/kyavuntz9z',@unknowncei i apologize for bringing it up so randomly it was such a fever dream https://t.co/kyavuntz9z', i apologize for bringing it up so randomly it was such a fever dream 
516,1.32367e+18,2023-02-14 16:23:48+00:00,b'@thalafa52405893 fever+ bacteria infection',@thalafa52405893 fever+ bacteria infection', fever+ bacteria infection'
517,1.44983e+18,2023-02-14 16:23:28+00:00,"b'@nestof5 i believe the first covid was put in our water. it was poison. i had convulsions, fever, my lips turned bl... https://t.co/tjgjge408h'","@nestof5 i believe the first covid was put in our water. it was poison. i had convulsions, fever, my lips turned bl... https://t.co/tjgjge408h'"," i believe the first covid was put in our water. it was poison. i had convulsions, fever, my lips turned bl... "
518,7.99519e+17,2023-02-14 16:23:10+00:00,"b'you really trying to get me hot like just got the fever. \n\nyou saying you dont love me now,\nshit i dont love you either.'","you really trying to get me hot like just got the fever. \n\nyou saying you dont love me now,\nshit i dont love you either.'","you really trying to get me hot like just got the fever. \n\nyou saying you dont love me now,\nshit i dont love you either.'"
519,398523820.0,2023-02-14 16:23:02+00:00,b'in the midst of a fever too many attachments came. ill spread you out to where you belong but to live this life? y... https://t.co/pk1vt95a3u',in the midst of a fever too many attachments came. ill spread you out to where you belong but to live this life? y... https://t.co/pk1vt95a3u',in the midst of a fever too many attachments came. ill spread you out to where you belong but to live this life? y... 
520,1.43116e+18,2023-02-14 16:23:02+00:00,b'stil feels like a fever dream goshhhhshshwhhwjb',stil feels like a fever dream goshhhhshshwhhwjb',stil feels like a fever dream goshhhhshshwhhwjb'
521,1.41162e+18,2023-02-14 16:22:39+00:00,b'im sick having a fever and i missed yoongis live\nits great',im sick having a fever and i missed yoongis live\nits great',im sick having a fever and i missed yoongis live\nits great'
522,1.15738e+18,2023-02-14 16:22:35+00:00,"b'@jungwonprince mixed up, fever ou one in a billion'","@jungwonprince mixed up, fever ou one in a billion'"," mixed up, fever ou one in a billion'"
523,1.24492e+18,2023-02-14 16:22:14+00:00,b'rt @equityaxis: boom or bust: industry doubtful about 2023 growth prospects\n\nelections fever is triggering more panic to companies\ndu...',rt @equityaxis: boom or bust: industry doubtful about 2023 growth prospects\n\nelections fever is triggering more panic to companies\ndu...',rt : boom or bust: industry doubtful about 2023 growth prospects\n\nelections fever is triggering more panic to companies\ndu...'
524,9.23336e+17,2023-02-14 16:21:43+00:00,"b'outbreak of marburg virus in equatorial guinea, highly virulent disease causes haemorrhagic fever, fatality ratio u... https://t.co/kfpwwqvflw'","outbreak of marburg virus in equatorial guinea, highly virulent disease causes haemorrhagic fever, fatality ratio u... https://t.co/kfpwwqvflw'","outbreak of marburg virus in equatorial guinea, highly virulent disease causes haemorrhagic fever, fatality ratio u... "
