,Unnamed: 0,id,Time,Tweet,Flag,Tags
338,338,1507511738287202312,2023-02-14 01:35:24+00:00,b'@im__junior me va a dar anemia',0,NIL
339,339,711744054,2023-02-14 01:33:01+00:00,b'o es tener presi\xc3\xb3n baja y anemia kjjj https://t.co/nbQzqSXdp8',0,NIL
340,340,1465490442347335680,2023-02-14 01:32:59+00:00,b'e digo mais couve flor gelada e muito ruim e fazer uma mulher com anemia comer isso e tenebroso',0,NIL
341,341,1540352334810828800,2023-02-14 01:32:36+00:00,b'@andeeila q raro a m\xc3\xad me di\xc3\xb3 anemia y me hice alcoh\xc3\xb3lica',0,NIL
342,342,1443216598538592256,2023-02-14 01:31:43+00:00,"b'@_maysa_2_ Comi bolo mesmo, com um ch\xc3\xa1zinho e meu rem\xc3\xa9dio pra anemia'",0,NIL
343,343,1342160275114323969,2023-02-14 01:28:41+00:00,b'\xe7\xbe\x8e\xe5\x91\xb3\xe3\x81\x97\xe3\x81\x84 https://t.co/NyDoD6QH0S',0,NIL
344,344,1538986009156788226,2023-02-14 01:26:07+00:00,b'@diariosevilla Seguro que si los estudias alg\xc3\xban medicamento para la anemia sacan',0,NIL
345,345,1316187483823132673,2023-02-14 01:26:05+00:00,b'Eu acho que prefiro a morte\nEsse prato tem cara de anemia https://t.co/sJJP5TwbD9',0,NIL
346,346,736245804885803008,2023-02-14 01:25:35+00:00,b'Por isso ela nunca tem anemia \xf0\x9f\x99\x8c https://t.co/l4Dlgfzf9x',0,NIL
347,347,1124465141096034304,2023-02-14 01:25:30+00:00,b'@thbldx Tem q ver se n \xc3\xa9 anemia amg \xf0\x9f\x94\xab',0,NIL
348,348,1552755509136072705,2023-02-14 01:24:12+00:00,b'@Muhammadakrram The list goes on :\nAnemia? Yes\nNervous colon? Yes\nOn meds ? Yes\nDepression? Yes',0,NIL
349,349,1262823811369623553,2023-02-14 01:22:24+00:00,b'Ignorando a anemia e os outros problemas pois nao estou menstruando',0,NIL
350,350,1407914714789785602,2023-02-14 01:19:37+00:00,"b'@rckkls @heybaker0 Infelizmente anemia n\xc3\xa3o \xc3\xa9 brincadeira, ainda mais a falciforme. Por vc saber a situa\xc3\xa7\xc3\xa3o q eu pas\xe2\x80\xa6 https://t.co/ZmWgN0kWeU'",0,NIL
351,351,1342641776906166272,2023-02-14 01:18:28+00:00,"b'estaba existiendo y de la nada ya tengo anemia, por???'",0,NIL
352,352,1000935692,2023-02-14 01:16:29+00:00,"b'@belialfucker_69 MC of Tsukihime has anemia, close to the beginning when he meets the main girl he follows her home\xe2\x80\xa6 https://t.co/MyQNORbJ1E'",0,NIL
353,353,1546495354446778368,2023-02-14 01:16:22+00:00,b'@soloinfrator mlk twm anemia',0,NIL
354,354,1438321634943934464,2023-02-14 01:15:35+00:00,"b'La vida me dio anemia, insomnio y disformia corporal'",0,NIL
355,355,200309305,2023-02-14 01:15:22+00:00,b'Cuando tu paciente tiene anemia hemolitica y plaquetas de 4.000\xf0\x9f\x98\xaf https://t.co/oyNEFFloAb',0,NIL
356,356,18050303,2023-02-14 01:15:00+00:00,"b'Congenital syphilis can cause miscarriage, the death of a newborn, deformed bones, blindness, severe anemia, and a\xe2\x80\xa6 https://t.co/GIYBhk8kNq'",1,syphilis
357,357,1557991558627987456,2023-02-14 01:14:15+00:00,"b""RT @NATAforum: Abstract submission for #NATAforum is TOMORROW, FEBRUARY 14.\nDon't miss the opportunity, submit today at \nhttps://t.co/hGQeX\xe2\x80\xa6""",0,NIL
358,358,273594117,2023-02-14 01:12:27+00:00,b'pedrinho ousadia e anemia',0,NIL
359,359,2349596626,2023-02-14 01:09:12+00:00,b'Pedrinho anemia https://t.co/WC1uXsTFQX',0,NIL
360,360,945261292968820737,2023-02-14 01:08:38+00:00,b'the 7:00-17:30/8:30-17:30 class schedule with lunch breaks only are so unhealthy i feel collapsing due to anemia and fatigue at any point',0,NIL
361,361,992506730331496449,2023-02-14 01:06:02+00:00,"b'@oficialfutera Ousadia &amp; Anemia x Pedaladas da Alegria\n\nQUE JOGADORES, SENHORES! \xf0\x9f\x94\xa5'",0,NIL
362,362,1291056896330391552,2023-02-14 01:05:59+00:00,"b'@ianlemosz meu time com eu,gui pescocin, wesley bacana,vitim anemia,diogo astronauta e davi, como que perde pra esses porquera??'",0,NIL
363,363,751566900979720193,2023-02-14 01:05:22+00:00,b'@goleada_info Ousadia e anemia! Esse Pedrinho \xc3\xa9 um horror! Cruzeiro bem fraco e o galo conseguiu ser pior!',0,NIL
364,364,827971988,2023-02-14 01:04:27+00:00,"b'@cerisekiss2 icone, inimigo da anemia KFKSKDKAKSKWK'",0,NIL
365,365,1174713879533891585,2023-02-14 01:03:17+00:00,b'caralho anemia me d\xc3\xa1 uma tr\xc3\xa9gua',0,NIL
366,366,1938077630,2023-02-14 01:01:34+00:00,"b'@g_pilarski @KristanHawkins Its relevant. You a MAN, NEVER have to risk your life, sacrifice your physical/mental w\xe2\x80\xa6 https://t.co/lNPs9mXelN'",0,NIL
367,367,1469372398923362318,2023-02-14 00:57:47+00:00,b'@TruthRuththe @Dem_Bitz @lawrence_wright Do you think thalassemia anemia is a major issue in Arab countries which h\xe2\x80\xa6 https://t.co/UfX39sYPBO',0,NIL
368,368,1445841017941291008,2023-02-14 00:57:38+00:00,"b'got triple A... anemia, anorexia, and asmtha'",0,NIL
369,369,1611860675692732416,2023-02-14 00:56:29+00:00,b'parab\xc3\xa9ns cecilia vc foi burra ao n\xc3\xadvel de estar com anemia parab\xc3\xa9ns meus parab\xc3\xa9ns',0,NIL
370,370,1254189218160619525,2023-02-14 00:55:06+00:00,b'anemia desgra\xc3\xa7ada',0,NIL
371,371,1445953768403738628,2023-02-14 00:53:49+00:00,"b'no hay cosa q me haya cagado m\xc3\xa1s la vida q la anemia, me est\xc3\xa1 quitando lo q m\xc3\xa1s me hace feliz'",0,NIL
372,372,242098375,2023-02-14 00:53:43+00:00,"b'@Lv1zaPog Repor ferro viu, ja tive anemia com essa brincadeira ai'",0,NIL
373,373,1604134123651612672,2023-02-14 00:50:24+00:00,"b'@KlTZUN3 Si vez que comienzan a salir m\xc3\xa1s, ve al m\xc3\xa9dico, aveces dicen que es se\xc3\xb1al de anemia, peroooo, eso ya suena muy extremo.'",0,NIL
374,374,15292226,2023-02-14 00:50:11+00:00,"b'O caso do Samir \xc3\xa9 pior do que uma \xe2\x80\x9csimples\xe2\x80\x9d anemia: os gl\xc3\xb3bulos vermelhos est\xc3\xa3o morrendo. \xf0\x9f\x98\xb1 Isso \xc3\xa9 bem grave, pois\xe2\x80\xa6 https://t.co/E1H4Nfe1bE'",0,NIL
375,375,168131196,2023-02-14 00:48:15+00:00,"b'Went on a rant about how not all anemia is caused by iron deficiency, I hope @acweyand is proud'",0,NIL
376,376,1338867552806522881,2023-02-14 00:47:59+00:00,"b""@DianeBernaerts I never had it till I was pregnant of my first son, my grandma made me eat it so that I wouldn't ha\xe2\x80\xa6 https://t.co/nRSKUT9TgC""",0,NIL
377,377,785452787672846337,2023-02-14 00:47:09+00:00,b'RT @syunkon0507: \xe8\x89\xb2\xe3\x82\x93\xe3\x81\xaa\xe3\x83\x90\xe3\x83\xac\xe3\x83\xb3\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\xac\xe3\x82\xb7\xe3\x83\x94\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8b\xe3\x81\x91\xe3\x81\xa9\xe3\x81\xa9\xe3\x82\x8c\xe3\x81\x8c\xe3\x82\xaa\xe3\x82\xb9\xe3\x82\xb9\xe3\x83\xa1\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\n\n\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe8\xb3\xaa\xe5\x95\x8f\xe3\x81\x8c\xe8\xaa\xb0\xe3\x81\x8b\xe3\x82\x89\xe3\x82\x82\xe3\x81\x8d\xe3\x81\xa6\xe3\x81\xaa\xe3\x81\x84\xe3\x81\xae\xe3\x81\xa7\xe8\x87\xaa\xe3\x82\x89\xe6\x89\x8b\xe9\x96\x93\xe3\x81\xa8\xe5\x91\xb3\xe3\x81\xae\xe8\xa6\xb3\xe7\x82\xb9\xe3\x81\xa7\xe3\x81\xbe\xe3\x81\xa8\xe3\x82\x81\xe3\x81\xa6\xe3\x81\xbf\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82\n\n1\xe4\xbd\x8d\n\xe6\x9d\x90\xe6\x96\x993\xe3\x81\xa4\xef\xbc\x81\xe6\xbf\x83\xe5\x8e\x9a\xe7\x94\x9f\xe3\x82\xac\xe3\x83\x88\xe3\x83\xbc\xe3\x82\xb7\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\xa9\xe9\xa2\xa8\nhttps://t.co/B3sgwqofmB\n\n\xe2\x97\x8f\xe6\x89\x8b\xe9\x96\x93\xe3\x81\xa8\xe5\x91\xb3\xe3\x81\xae\xe5\xb7\xae\xe3\x81\x99\xe3\x81\x94\xe3\x81\x84\xe2\x80\xa6',0,NIL
378,378,733690956122337280,2023-02-14 00:47:07+00:00,b'Amigos Del Deporte y Anemia De Gol Versi\xc3\xb3n Streaming - Capitulo 1 https://t.co/VbUR3GSg7H',0,NIL
379,379,2960966134,2023-02-14 00:46:39+00:00,b'@oficialfutera anemia e ousadia',0,NIL
380,380,785452787672846337,2023-02-14 00:46:09+00:00,b'RT @hypnosismic: \xe2\x9d\x9d\xe2\x9d\xb7.\xe2\x9d\xb6\xe2\x9d\xb9\n\xe2\x84\x8d\xf0\x9d\x94\xb8\xe2\x84\x99\xe2\x84\x99\xf0\x9d\x95\x90 \xf0\x9d\x94\xb9\xf0\x9d\x95\x80\xe2\x84\x9d\xf0\x9d\x95\x8b\xe2\x84\x8d\xf0\x9d\x94\xbb\xf0\x9d\x94\xb8\xf0\x9d\x95\x90\n\xe3\x80\x80\xf0\x9d\x95\x8b\xf0\x9d\x95\x86  \xe2\x84\x9d\xf0\x9d\x94\xb8\xf0\x9d\x95\x84\xf0\x9d\x95\x8c\xf0\x9d\x94\xbb\xf0\x9d\x94\xb8 !!!!!! \xe2\x9d\x9e\n\n\xe4\xbb\x8a\xe6\x97\xa5\xe3\x81\xafFling Posse\xe3\x81\xaePLAYLIST\xe3\x82\x92Check\xe2\x99\xaa\nhttps://t.co/6vTPF9Ujqy https://t.co/TvzVQl1Xlz',0,NIL
381,381,739492349529690112,2023-02-14 00:45:51+00:00,"b'@paulohcarellos Ferro \xc3\xa9 a \xc3\xbaltima coisa que ele tem, o camarada \xc3\xa9 anemia pura'",0,NIL
382,382,2800923469,2023-02-14 00:44:02+00:00,b'@LoloMarasciuolo \xe2\x9c\xa8anemia\xe2\x9c\xa8',0,NIL
383,383,712537600414887936,2023-02-14 00:43:44+00:00,b'La anemia quw tiene oky jajsja',0,NIL
384,384,1622528418423222272,2023-02-14 00:43:20+00:00,"b'@g3celest Pra come\xc3\xa7ar \xc3\xa9 FARIA krlh \nsegundo, n\xc3\xa3o tenho medo desse b\xc3\xadceps de frango com anemia'",0,NIL
385,385,1565030679330660353,2023-02-14 00:40:27+00:00,"b'RT @MINPRODUCCION: #UnidadPazYDesarrollo | En el marco del plan #ConPuncheProductivo, el Ministerio de la Producci\xc3\xb3n ampli\xc3\xb3 la vigencia del\xe2\x80\xa6'",0,NIL
386,386,1374398432383660032,2023-02-14 00:39:39+00:00,b'Caboclo me mandou comer feij\xc3\xa3o porque t\xc3\xb4 com anemia\xf0\x9f\xa4\xa1',0,NIL
387,387,785452787672846337,2023-02-14 00:38:55+00:00,"b""RT @shirai_universe: \xe4\xb9\xb1\xe6\x95\xb0\xe3\x81\x81\xe3\x81\x81\xe3\x81\x82\xe3\x81\x82\xe3\x81\x82\xe8\xaa\x95\xe7\x94\x9f\xe6\x97\xa5\xe3\x81\x8a\xe3\x82\x81\xe3\x81\xa7\xe3\x81\xa8\xe3\x81\x86\xf0\x9f\x8d\xad\xf0\x9f\x8e\x81\xf0\x9f\x8e\x82\n\xe3\x81\x8d\xe3\x81\xa3\xe3\x81\xa8\xe3\x81\xa8\xe3\x82\x93\xe3\x81\xa7\xe3\x82\x82\xe3\x81\xaa\xe3\x81\x84\xe9\x87\x8f\xe3\x81\xae\xe8\xaa\x95\xe7\x94\x9f\xe6\x97\xa5\xe3\x83\x97\xe3\x83\xac\xe3\x82\xbc\xe3\x83\xb3\xe3\x83\x88\xe3\x81\xa8\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\x92\xe3\x82\x82\xe3\x82\x89\xe3\x81\xa3\xe3\x81\xa6\xe3\x82\x8b\xe3\x81\xa0\xe3\x82\x8d\xe3\x81\x86\xe3\x81\x8b\xe3\x82\x89\xe2\x80\xa6Posse\xe3\x81\xae3\xe4\xba\xba\xe3\x81\xa7\xe6\x97\x85\xe8\xa1\x8c\xe3\x81\xa7\xe3\x82\x82\xe3\x81\xa9\xe3\x81\x86\xef\xbc\x9f(\xe6\x97\x85\xe8\xa1\x8c\xe3\x83\x97\xe3\x83\xac\xe3\x82\xbc\xe3\x83\xb3\xe3\x83\x88\xe3\x81\x8a\xe3\x81\x98\xe3\x81\x95\xe3\x82\x93)\n\xe3\x81\x93\xe3\x82\x8c\xe3\x81\x8b\xe3\x82\x89\xe3\x82\x82\xe3\x81\x84\xe3\x82\x8d\xe3\x82\x93\xe3\x81\xaa\xe6\x99\xaf\xe8\x89\xb2\xe3\x82\x92\xe4\xb8\x80\xe7\xb7\x92\xe3\x81\xab\xe8\xa6\x8b\xe5\xb1\x8a\xe3\x81\x91\xe3\x81\xa6\xe3\x81\x84\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xad(o^-')\xf0\x9f\x91\x8d\xef\xb8\x8f\n\xe3\x81\xa9\xe3\x82\x93\xe2\x80\xa6""",0,NIL
388,388,785452787672846337,2023-02-14 00:38:28+00:00,b'RT @mizuno007: \xe6\x9c\xac\xe6\x97\xa5\xe7\x99\xba\xe5\xa3\xb2\xe3\x81\xae\xe5\x88\xa5\xe3\x83\x9e3\xe6\x9c\x88\xe5\x8f\xb7\xe3\x81\xab\xe3\x81\xa6\xe6\x96\xb0\xe9\x80\xa3\xe8\xbc\x89\xe3\x80\x8c\xe3\x82\xa2\xe3\x82\xaa\xe3\x83\x8f\xe3\x83\xab\xe8\x8d\x98\xe3\x81\xb8\xe3\x82\x88\xe3\x81\x86\xe3\x81\x93\xe3\x81\x9d\xe3\x80\x8d\xe3\x81\x8c\xe5\xa7\x8b\xe3\x81\xbe\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x83\xbc\xe2\x9c\xa8\xe2\x9d\xa3\xef\xb8\x8f\n\xe8\xa1\xa8\xe7\xb4\x99\xe5\xb7\xbb\xe9\xa0\xad\xe3\x81\x95\xe3\x81\x9b\xe3\x81\xa6\xe9\xa0\x82\xe3\x81\x84\xe3\x81\xa6\xe3\x81\x8a\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xf0\x9f\x98\x98\n\n\xe3\x81\xbe\xe3\x81\xa0\xe3\x81\xbe\xe3\x81\xa0\xe6\x8f\x8f\xe3\x81\x8d\xe6\x85\xa3\xe3\x82\x8c\xe3\x81\xaa\xe3\x81\x84\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8c\xe3\x80\x81\xe3\x81\x93\xe3\x82\x8c\xe3\x81\x8b\xe3\x82\x89\xe5\xb0\x91\xe3\x81\x97\xe3\x81\x9a\xe3\x81\xa4\xe6\x85\xa3\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x84\xe3\x81\x91\xe3\x82\x8b\xe3\x82\x88\xe3\x81\x86\xe9\xa0\x91\xe5\xbc\xb5\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xef\xbc\x81\xef\xbc\x81\n\xe3\x81\x9c\xe3\x81\xb2\xe3\x81\x9c\xe3\x81\xb2\xe8\xaa\xad\xe3\x82\x93\xe3\x81\xa7\xe9\xa0\x82\xe3\x81\x91\xe3\x81\x9f\xe3\x82\x89\xe5\xac\x89\xe3\x81\x97\xe3\x81\x84\xe3\x81\xa7\xe3\x81\x99\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x8c\xb8\n\n#\xe3\x82\xa2\xe3\x82\xaa\xe3\x83\x8f\xe3\x83\xab\xe8\x8d\x98\xe3\x81\xb8\xe3\x82\x88\xe3\x81\x86\xe2\x80\xa6',0,NIL
389,389,312047289,2023-02-14 00:38:16+00:00,"b'@Atletico Sai o Garoto Anemia, entra o Menino Anemia.'",0,NIL
390,390,826421835529084928,2023-02-14 00:37:41+00:00,b'@Mejiavet @INTABalcarce No hab\xc3\xada indicios de anemia... el hematocrito result\xc3\xb3 normal',0,NIL
391,391,785452787672846337,2023-02-14 00:37:36+00:00,b'RT @shirai_universe: \xe5\xa4\xa7\xe5\x92\x8c\xe3\x81\x89\xe3\x81\x89\xe3\x81\x8a\xe3\x81\x8a\xe3\x81\x8a\xe8\xaa\x95\xe7\x94\x9f\xe6\x97\xa5\xe3\x81\x8a\xe3\x82\x81\xe3\x81\xa7\xe3\x81\xa8\xe3\x81\x86\xf0\x9f\x8d\xba\xf0\x9f\x8e\x81\xf0\x9f\x8e\x82\n\xe6\xbf\x80\xe3\x81\x97\xe3\x81\x84\xe9\x87\xa3\xe3\x82\x8a\xe3\x80\x81\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xaa\xe3\x81\x8b\xe8\x89\xaf\xe3\x81\x84\xe3\x81\x98\xe3\x82\x83\xe3\x82\x93\xf0\x9f\x91\x8d\xef\xb8\x8f\xe7\xac\x91\n\xe3\x81\x93\xe3\x81\xae\xe5\x85\x88\xe5\xa4\xa7\xe5\x92\x8c\xe3\x81\x8c\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x89\xe3\x83\xab\xe3\x81\xa8\xe3\x81\x97\xe3\x81\xa6\xe3\x80\x81\xe4\xbf\xb3\xe5\x84\xaa\xe3\x81\xa8\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xa9\xe3\x82\x93\xe3\x81\xa9\xe3\x82\x93\xe5\xa4\xa7\xe7\x89\xa9\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x81\x8f\xe3\x81\xa7\xe3\x81\x82\xe3\x82\x8d\xe3\x81\x86\xe6\x9c\xaa\xe6\x9d\xa5\xe3\x81\x8c\xe8\xa6\x8b\xe3\x81\x88\xe3\x81\x9f\xe3\x82\x88( \xc2\xb4\xe2\x88\x80`)\n\xe3\x81\x93\xe3\x82\x8c\xe3\x81\x8b\xe3\x82\x89\xe3\x82\x82\xe3\x82\x82\xe3\x81\xa3\xe3\x81\xa8\xe3\x81\x84\xe3\x82\x8d\xe3\x82\x93\xe3\x81\xaa\xe5\xa7\xbf\xe3\x82\x92\xe8\xa6\x8b\xe3\x81\x9b\xe3\x81\xa6\xe3\x81\xad\xf0\x9f\x91\x93\xef\xb8\x8f\xef\xbc\x83\n\xe3\x81\xa9\xe3\x82\x93\xe3\x81\xaa\xe5\xa4\xa7\xe5\x92\x8c\xe3\x82\x82\xe6\x9c\x80\xe9\xab\x98\xe3\x81\xab\xe2\x80\xa6',0,NIL
392,392,363097283,2023-02-14 00:36:38+00:00,"b""RT @ambermac: Time for iron infusion #16?! I've lost track since 2021. The nurses and volunteers @MGHFoundation are THE very best. So grate\xe2\x80\xa6""",0,NIL
393,393,785452787672846337,2023-02-14 00:36:22+00:00,b'RT @iD7Mng_Ogami: \xe3\x80\x90\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\xa0\xe6\x83\x85\xe5\xa0\xb1\xe3\x80\x91\n\xe6\x9c\xac\xe6\x97\xa52/14\xe3\x81\xaf\xe5\xa4\xa7\xe5\x92\x8c\xe3\x81\x8f\xe3\x82\x93\xe3\x81\xae\xe8\xaa\x95\xe7\x94\x9f\xe6\x97\xa5\xef\xbc\x81\n\xe3\x82\xb5\xe3\x83\x9d\xe3\x83\xbc\xe3\x83\x88\xe3\x83\xa1\xe3\x83\xb3\xe3\x83\x90\xe3\x83\xbc\xe3\x81\xaf\xe9\x99\xb8\xe3\x81\x8f\xe3\x82\x93\xe3\x80\x81\xe5\xb7\xb3\xe6\xb3\xa2\xe3\x81\x8f\xe3\x82\x93\xe3\x81\xa7\xe3\x81\x97\xe3\x81\x9f\xef\xbc\x813\xe4\xba\xba\xe3\x81\x8c\xe6\x92\xae\xe5\xbd\xb1\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x8eRabbiTube mini\xe3\x80\x8f\xe5\x8b\x95\xe7\x94\xbb\xe3\x80\x81\xe3\x81\x9c\xe3\x81\xb2\xe3\x81\x94\xe8\xa6\xa7\xe4\xb8\x8b\xe3\x81\x95\xe3\x81\x84\xef\xbc\x81\n\n\xe2\x96\xbc\xe3\x83\x9f\xe3\x83\x8b\xe5\x8b\x95\xe7\x94\xbb\xe3\x81\xaf\xe3\x81\x93\xe3\x81\xa1\xe3\x82\x89\nhttps://t.co/fkWTi8HeNu\n\n\xe5\xa4\xa7\xe5\x92\x8c\xe3\x81\x8f\xe3\x82\x93\xe2\x80\xa6',0,NIL
394,394,507574630,2023-02-14 00:36:17+00:00,b'@Atletico Pqp!!!!! Vtnc\nSai a anemia para entrar a \xc3\xa1gua de batata',0,NIL
395,395,2515273767,2023-02-14 00:36:04+00:00,b'@OficialSala12 Grande lance do Pedrinho. Ousadia e anemia',0,NIL
396,396,792886904769347584,2023-02-14 00:35:54+00:00,b'@rafacyrne Ja era pra ter mudado no intervalo. O Anemia n\xc3\xa3o fez nada',0,NIL
397,397,1534833788089401344,2023-02-14 00:35:46+00:00,b'Sai anemia nas pernas e entra Grealish da shopee pra tentar gol ol\xc3\xadmpico.',0,NIL
398,398,1234489975980380160,2023-02-14 00:35:44+00:00,b'Gente nuevo logro desbloqueado: me desmaye cruzando la calle JAJAJAJAJAJ la anemia est\xc3\xa1 potente.',0,NIL
399,399,1577182081515368449,2023-02-14 00:35:13+00:00,b'RT @monamiMD: Anemia https://t.co/ld3aZth6kI',0,NIL
400,400,785452787672846337,2023-02-14 00:34:53+00:00,b'RT @akanebanashi_PR: \xe9\x80\xb1\xe5\x88\x8a\xe5\xb0\x91\xe5\xb9\xb4\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x9711\xe5\x8f\xb7\xe6\x9c\xac\xe6\x97\xa5\xe7\x99\xba\xe5\xa3\xb2\xef\xbc\x81\n#\xe3\x81\x82\xe3\x81\x8b\xe3\x81\xad\xe5\x99\xba \xe3\x81\xaf\xe9\x80\xa3\xe8\xbc\x89\xef\xbc\x91\xe5\x91\xa8\xe5\xb9\xb4\xe8\xa8\x98\xe5\xbf\xb5\xef\xbc\x81\xe8\xa1\xa8\xe7\xb4\x99&amp;\xe5\xb7\xbb\xe9\xa0\xad\xe3\x82\xab\xe3\x83\xa9\xe3\x83\xbc\xe3\x80\x81\xe3\x81\x9d\xe3\x81\x97\xe3\x81\xa6\xe6\x9c\xab\xe6\xb0\xb8\xe5\x85\x88\xe7\x94\x9f\xe3\x83\xbb\xe9\xa6\xac\xe4\xb8\x8a\xe5\x85\x88\xe7\x94\x9f\xc3\x97#\xe6\x9c\x88\xe4\xba\xad\xe6\x96\xb9\xe6\xad\xa3 \xe3\x81\x95\xe3\x82\x93\xe3\x81\xae\xe3\x82\xb9\xe3\x83\x9a\xe3\x82\xb7\xe3\x83\xa3\xe3\x83\xab\xe8\x90\xbd\xe8\xaa\x9e\xe5\xaf\xbe\xe8\xab\x87\xe3\x82\x82\xe6\x8e\xb2\xe8\xbc\x89\xef\xbc\x81\n\n\xe6\x9c\xac\xe7\xb7\xa8\xe3\x81\xaf\xe3\x80\x8c\xe3\x81\x8a\xe8\x8c\xb6\xe6\xb1\xb2\xe3\x81\xbf\xe3\x80\x8d\xe7\xb7\xa8\xe3\x82\xaf\xe3\x83\xa9\xe3\x82\xa4\xe3\x83\x9e\xe3\x83\x83\xe3\x82\xaf\xe3\x82\xb9\xe3\x81\xa7\xe3\x81\x99\xef\xbc\x81\n\n3\xe6\x9c\x883\xe6\x97\xa5\xef\xbc\x88\xe9\x87\x91\xef\xbc\x89\xe3\x81\xab\xe3\x82\xb3\xe3\x83\x9f\xe3\x83\x83\xe3\x82\xaf\xe3\x82\xb95\xe5\xb7\xbb\xe3\x81\x8c\xe7\x99\xba\xe5\xa3\xb2\xe2\x80\xa6',0,NIL
401,401,1583677022,2023-02-14 00:32:44+00:00,b'to com 2 tipo de anemia diferente e ainda continuo g0rda',0,NIL
402,402,260048689,2023-02-14 00:32:36+00:00,b'Pedrinho...ousadia e anemia.',0,NIL
403,403,785911890400546816,2023-02-14 00:31:56+00:00,b'@Jhony21dEF PEDRINHO OUSADIA E ANEMIA KKKKKKKKKM',0,NIL
404,404,2732665887,2023-02-14 00:31:23+00:00,b'\xc3\x89 o anemia mas perna https://t.co/MAsv0IH7O8',0,NIL
405,405,1118488677334822913,2023-02-14 00:30:50+00:00,"b'Exame de sangue mostrando que t\xc3\xb4 quase com anemia, mas pelo menos n\xc3\xa3o t\xc3\xb4 gr\xc3\xa1vida \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0'",0,NIL
406,406,1366082504852176896,2023-02-14 00:29:55+00:00,b'@DepreHulk Pedrinho alegria e anemia',0,NIL
407,407,1183126114115506176,2023-02-14 00:29:51+00:00,b'@barbie__77 ojo con esa anemia unu',0,NIL
408,408,1366082504852176896,2023-02-14 00:29:27+00:00,b'@jason13cam O cara era zoado como alegria e anemia... pelo visto continua o msm',0,NIL
409,409,304603664,2023-02-14 00:29:26+00:00,"b'sou muito f\xc3\xa3 do pedrinho ~ousadia e anemia~ e do ""goleiro"" everson https://t.co/FgCfeKffzL'",0,NIL
410,410,188875973,2023-02-14 00:29:00+00:00,b'@CleverSafo Yo tengo una prima que es verano y se puso a hacer eso con sus dos hijos de broma uno de ellos se muere\xe2\x80\xa6 https://t.co/PmYko20iEU',0,NIL
411,411,3294503734,2023-02-14 00:28:04+00:00,b'@IzquierdaPe El doctor anemia est\xc3\xa1 hablando dislates.\nSeguro que tambi\xc3\xa9n pensar\xc3\xa1 que si pone en la constituci\xc3\xb3n que\xe2\x80\xa6 https://t.co/KELQnQJn3B',0,NIL
412,412,1366082504852176896,2023-02-14 00:27:17+00:00,"b'Bem que a torcida do Corinthians chamava ele de ANEMIA, jogador ruim \xc3\xa9 assim... engana durante pouco tempo'",0,NIL
413,413,1249128049624440832,2023-02-14 00:26:48+00:00,b'@muitohumildee como est\xc3\xa1 o nosso menino ousadia e anemia ?',0,NIL
414,414,1376868777992843267,2023-02-14 00:25:44+00:00,b'E o Pedrinho anemia em galera',0,NIL
415,415,245858196,2023-02-14 00:24:44+00:00,b'PEDRINHO OUSADIA E ANEMIA AHAHAHAHAHAA https://t.co/lgkJIg236w',0,NIL
416,416,1614709418804772864,2023-02-14 00:24:29+00:00,"b'O Pedrinho anemia nas pernas kkkkkkkkkkkk \nO famoso ""Pedrinho \xc3\xa9 melhor q o Vini Jr, Vinicius Jr"" kkkkkkkkkkkkkkkkkkk'",0,NIL
417,417,1366082504852176896,2023-02-14 00:24:14+00:00,"b'@cavalinhogalo Bem que a torcida do Corinthians chamava ele de ANEMIA, jogador ruim \xc3\xa9 assim... engana durante pouco tempo'",0,NIL
418,418,846578030013267968,2023-02-14 00:24:09+00:00,"b'Pedrinho (ousadia e anemia), que jogador bem meeiro viu.'",0,NIL
